,Country,Job Title,Rural,Quantity,Percentage
1208,France,Database Designer,Urban,64,66.33%
1255,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
1280,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
1375,Germany,Database Modeler,Urban,64,66.33%
1412,Italy,Database Designer,Urban,64,66.33%
1422,Sweden,Database Modeler,Urban,64,66.33%
1432,Belgium,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
1510,Belgium,Database Designer,Urban,64,66.33%
1529,Germany,Database Modeler,Urban,64,66.33%
1612,Spain,Database Modeler,Urban,64,66.33%
1652,Italy,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
1739,France,Database Designer,Urban,64,66.33%
1800,France,Database Designer,Urban,64,66.33%
1807,Ireland,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
1815,France,Database Modeler,Urban,64,66.33%
1856,Italy,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
1915,Poland,Database Designer,Urban,64,66.33%
2055,Germany,Database Modeler,Urban,64,66.33%
2084,France,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
2164,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
2206,France,Database Designer,Urban,64,66.33%
2240,France,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
2267,France,Database Designer,Urban,64,66.33%
2359,Poland,Database Designer,Urban,64,66.33%
2399,Great Britain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
2422,Hungary,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
2477,Poland,Database Designer,Urban,64,66.33%
2542,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
2552,Great Britain,Database Modeler,Urban,64,66.33%
2694,Netherlands,Database Designer,Urban,64,66.33%
2784,Sweden,Database Designer,Urban,64,66.33%
2793,Great Britain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
2794,Italy,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
2888,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
2905,Croatia,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
2951,Ireland,Database Designer,Urban,64,66.33%
2962,Bulgaria,Database Designer,Urban,64,66.33%
2988,France,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
3018,Great Britain,Database Designer,Urban,64,66.33%
3114,Great Britain,Database Designer,Urban,64,66.33%
3125,Denmark,Database Designer,Urban,64,66.33%
3147,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
3237,France,Database Designer,Urban,64,66.33%
3257,Sweden,Database Modeler,Urban,64,66.33%
3325,Croatia,Database Modeler,Urban,64,66.33%
3335,Italy,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
3434,Hungary,Database Designer,Urban,64,66.33%
3454,Greece,Database Designer,Urban,64,66.33%
3478,Netherlands,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
3508,Hungary,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
3570,Austria,Database Modeler,Urban,64,66.33%
3658,Ireland,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
3673,Romania,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
3718,Germany,Database Designer,Urban,64,66.33%
3732,France,Geographic Information Systems Data Manager (GIS Data Manager),Rural,64,66.33%
3779,Ireland,Database Modeler,Urban,64,66.33%
3869,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
3902,Spain,Database Designer,Urban,64,66.33%
3926,Germany,Database Designer,Urban,64,66.33%
3929,Spain,Database Designer,Urban,64,66.33%
3961,Netherlands,Database Modeler,Urban,64,66.33%
3979,Greece,Database Modeler,Urban,64,66.33%
4035,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
4107,Germany,Database Modeler,Urban,64,66.33%
4123,Bulgaria,Database Modeler,Urban,64,66.33%
4182,Great Britain,Database Designer,Urban,64,66.33%
4231,Finland,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
4279,Italy,Database Designer,Rural,64,66.33%
4299,Italy,Database Modeler,Urban,64,66.33%
4354,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
4366,Bulgaria,Database Designer,Urban,64,66.33%
4461,Great Britain,Database Designer,Urban,64,66.33%
4576,Hungary,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
4627,Poland,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
4667,Italy,Database Designer,Urban,64,66.33%
4668,Italy,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
4709,Spain,Database Designer,Rural,64,66.33%
4714,Poland,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
4741,Great Britain,Database Designer,Urban,64,66.33%
4756,France,Geographic Information Systems Data Manager (GIS Data Manager),Rural,64,66.33%
4812,Poland,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
4842,Portugal,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
4860,Croatia,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
4882,Great Britain,Database Designer,Urban,64,66.33%
4889,Germany,Database Designer,Urban,64,66.33%
4929,Italy,Database Designer,Urban,64,66.33%
5022,Italy,Database Designer,Urban,64,66.33%
5101,Sweden,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
5105,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Rural,64,66.33%
5187,Poland,Database Designer,Urban,64,66.33%
5208,Italy,Database Modeler,Urban,64,66.33%
5316,Italy,Database Designer,Urban,64,66.33%
5337,France,Database Designer,Urban,64,66.33%
5347,Lithuania,Database Designer,Urban,64,66.33%
5363,Netherlands,Database Designer,Urban,64,66.33%
5383,Great Britain,Database Designer,Urban,64,66.33%
5400,Ireland,Database Modeler,Urban,64,66.33%
5441,Bulgaria,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
5449,Germany,Database Modeler,Urban,64,66.33%
5506,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
5545,Czechia,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
5596,Germany,Database Modeler,Urban,64,66.33%
5600,Romania,Database Designer,Urban,64,66.33%
5608,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
5611,Germany,Database Designer,Urban,64,66.33%
5645,France,Database Modeler,Urban,64,66.33%
5677,Germany,Database Modeler,Urban,64,66.33%
5808,Hungary,Database Modeler,Rural,64,66.33%
6103,Denmark,Database Modeler,Urban,64,66.33%
6121,Italy,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
6157,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
6164,Belgium,Database Designer,Urban,64,66.33%
6275,Netherlands,Database Designer,Urban,64,66.33%
6379,Great Britain,Database Modeler,Urban,64,66.33%
6584,France,Database Modeler,Urban,64,66.33%
6681,Italy,Database Modeler,Urban,64,66.33%
6701,Poland,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
6702,Greece,Database Designer,Urban,64,66.33%
6860,Belgium,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
6871,Italy,Database Modeler,Urban,64,66.33%
6925,Great Britain,Database Modeler,Urban,64,66.33%
6933,Romania,Database Designer,Urban,64,66.33%
6971,Great Britain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
7043,Poland,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
7104,Great Britain,Database Designer,Urban,64,66.33%
7145,Spain,Database Designer,Urban,64,66.33%
7188,Italy,Database Designer,Urban,64,66.33%
7219,Poland,Geographic Information Systems Data Manager (GIS Data Manager),Rural,64,66.33%
7318,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
7335,Italy,Database Designer,Urban,64,66.33%
7499,Slovakia,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
7519,Romania,Database Modeler,Rural,64,66.33%
7531,Sweden,Database Designer,Urban,64,66.33%
7559,Great Britain,Database Designer,Urban,64,66.33%
7670,Great Britain,Database Modeler,Urban,64,66.33%
7687,France,Database Modeler,Urban,64,66.33%
7751,Poland,Database Modeler,Urban,64,66.33%
7906,Netherlands,Database Modeler,Rural,64,66.33%
7992,Croatia,Database Designer,Urban,64,66.33%
8007,Poland,Database Designer,Urban,64,66.33%
8033,Great Britain,Database Designer,Urban,64,66.33%
8151,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
8201,France,Database Modeler,Urban,64,66.33%
8262,Poland,Database Modeler,Urban,64,66.33%
8318,Italy,Database Modeler,Urban,64,66.33%
8342,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
8368,France,Database Modeler,Urban,64,66.33%
8404,Romania,Database Designer,Urban,64,66.33%
8429,Great Britain,Database Modeler,Urban,64,66.33%
8494,Italy,Database Modeler,Urban,64,66.33%
8560,Germany,Database Modeler,Urban,64,66.33%
8561,Romania,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
8605,Spain,Database Designer,Rural,64,66.33%
8786,Spain,Database Modeler,Urban,64,66.33%
8813,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
8865,Bulgaria,Database Modeler,Urban,64,66.33%
8866,France,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
8936,Germany,Database Modeler,Urban,64,66.33%
8961,Great Britain,Database Modeler,Urban,64,66.33%
8995,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
9037,Slovenia,Database Modeler,Urban,64,66.33%
9203,Poland,Database Modeler,Rural,64,66.33%
9350,Germany,Database Modeler,Urban,64,66.33%
9373,Great Britain,Database Designer,Urban,64,66.33%
9454,Austria,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
9515,Great Britain,Database Modeler,Urban,64,66.33%
9604,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Urban,64,66.33%
9612,France,Database Modeler,Urban,64,66.33%
17,Ireland,Data Processing Systems Project Planner,Urban,65,67.36%
35,Portugal,Data Processing Systems Project Planner,Urban,65,67.36%
88,Lithuania,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
96,Germany,Database Administration Manager,Urban,65,67.36%
160,Spain,SQL Database Administrator,Urban,65,67.36%
173,Germany,Database Administration Manager,Urban,65,67.36%
211,Great Britain,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
247,Poland,SQL Database Administrator,Urban,65,67.36%
256,Germany,Data Processing Systems Project Planner,Rural,65,67.36%
282,Romania,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
308,Bulgaria,SQL Database Administrator,Urban,65,67.36%
417,Great Britain,Database Administration Manager,Urban,65,67.36%
440,Italy,Data Processing Systems Project Planner,Rural,65,67.36%
476,Germany,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
497,Romania,Data Processing Systems Project Planner,Urban,65,67.36%
511,Poland,SQL Database Administrator,Urban,65,67.36%
575,France,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
585,Germany,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
665,Greece,Database Administration Manager,Urban,65,67.36%
674,Spain,Database Administration Manager,Urban,65,67.36%
681,Spain,SQL Database Administrator,Urban,65,67.36%
693,Great Britain,Database Administration Manager,Urban,65,67.36%
717,Spain,Data Processing Systems Project Planner,Urban,65,67.36%
764,France,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
785,Italy,SQL Database Administrator,Urban,65,67.36%
788,Greece,SQL Database Administrator,Urban,65,67.36%
878,Germany,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
933,Great Britain,Electronic Data Processing Auditor (EDP Auditor),Rural,65,67.36%
991,Greece,SQL Database Administrator,Urban,65,67.36%
1032,Great Britain,SQL Database Administrator,Urban,65,67.36%
1092,Portugal,SQL Database Administrator,Urban,65,67.36%
1100,Czechia,Data Processing Systems Project Planner,Urban,65,67.36%
1112,Spain,Data Processing Systems Project Planner,Urban,65,67.36%
1130,Hungary,SQL Database Administrator,Urban,65,67.36%
1151,Germany,Database Administration Manager,Urban,65,67.36%
1176,Great Britain,Database Administration Manager,Urban,65,67.36%
1193,Greece,Database Administration Manager,Urban,65,67.36%
1202,Lithuania,Database Administration Manager,Urban,65,67.36%
1228,Portugal,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
1239,Romania,Data Processing Systems Project Planner,Urban,65,67.36%
1298,Spain,SQL Database Administrator,Urban,65,67.36%
1331,Czechia,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
1345,Germany,Database Administration Manager,Urban,65,67.36%
1531,Great Britain,Data Processing Systems Project Planner,Urban,65,67.36%
1535,Italy,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
1537,Spain,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
1585,Finland,Database Administration Manager,Urban,65,67.36%
1625,Slovakia,Data Processing Systems Project Planner,Urban,65,67.36%
1631,Poland,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
1649,Germany,SQL Database Administrator,Urban,65,67.36%
1716,Spain,Data Processing Systems Project Planner,Urban,65,67.36%
1766,Spain,Data Processing Systems Project Planner,Urban,65,67.36%
1778,Netherlands,Database Administration Manager,Urban,65,67.36%
1791,Portugal,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
1792,Bulgaria,SQL Database Administrator,Urban,65,67.36%
1825,Germany,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
1926,France,SQL Database Administrator,Urban,65,67.36%
2003,Italy,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
2077,Finland,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
2089,Germany,SQL Database Administrator,Urban,65,67.36%
2194,France,Data Processing Systems Project Planner,Rural,65,67.36%
2212,Spain,Database Administration Manager,Urban,65,67.36%
2238,Italy,Database Administration Manager,Urban,65,67.36%
2270,Romania,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
2331,Bulgaria,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
2404,Germany,Data Processing Systems Project Planner,Urban,65,67.36%
2410,Italy,SQL Database Administrator,Urban,65,67.36%
2467,Romania,SQL Database Administrator,Urban,65,67.36%
2490,Germany,Data Processing Systems Project Planner,Urban,65,67.36%
2491,Italy,Database Administration Manager,Urban,65,67.36%
2511,Italy,Data Processing Systems Project Planner,Urban,65,67.36%
2529,Great Britain,Database Administration Manager,Urban,65,67.36%
2559,Finland,Database Administration Manager,Urban,65,67.36%
2643,Poland,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
2700,Denmark,SQL Database Administrator,Urban,65,67.36%
2716,Germany,Data Processing Systems Project Planner,Urban,65,67.36%
2839,Italy,Data Processing Systems Project Planner,Urban,65,67.36%
2942,Greece,SQL Database Administrator,Urban,65,67.36%
2970,Romania,Data Processing Systems Project Planner,Rural,65,67.36%
3032,Poland,Database Administration Manager,Urban,65,67.36%
3057,Great Britain,Data Processing Systems Project Planner,Urban,65,67.36%
3069,Poland,Database Administration Manager,Urban,65,67.36%
3126,Austria,Data Processing Systems Project Planner,Urban,65,67.36%
3195,Romania,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
3331,Germany,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
3354,Poland,Database Administration Manager,Urban,65,67.36%
3375,Italy,Data Processing Systems Project Planner,Urban,65,67.36%
3381,Spain,Electronic Data Processing Auditor (EDP Auditor),Urban,65,67.36%
3401,Romania,Data Processing Systems Project Planner,Urban,65,67.36%
